"","GSPC","CALM","ROLL","SYNA","EXAS","TSRA","UFPI","POWI","SAFM","WERN","ARLP","NXST","IIVI","STMP","MNRO","HTLD","SKYW","NXTM","NTGR","AHGP","SFLY","ISCA","EGOV","MANT","SYNT","COKE","WDFC","NAVG","CSQ","FOSL","PLCE","SCHL","EXLS","ABCB","ASTE","TTMI","IRBT","PRAA","BOFI","OSIS","CENT","RMBS","GIII","CCMP","PRGS","HUBG","HMSY","ROCK","ININ","CSGS","CNSL"
"53",18.9295,32.445061,59.970001,68.080002,13.48,20.820629,47.317196,49.181118,87.991486,25.842325,36.342834,44.570225,13.46,32.32,52.853458,21.422129,11.134254,13.73,32.880001,49.675774,41.139999,30.492247,15.22179,27.565907,26.220404,73.750595,69.162933,62.134247,9.430408,104.760002,47.168545,30.627201,28.34,20.594696,39.006584,7.5,35.330002,55.790001,19.2075,56.950001,7.86,12.1,36.66,42.516647,21.719999,47.029999,18.799999,15.86,50.689999,24.898756,17.214186
"54",18.9204,34.565895,64.050003,90.639999,17.030001,21.020552,47.044308,56.271255,92.4524,25.950001,37.281879,49.51075,14.46,33.689999,52.051018,21.154623,11.933487,14.37,34.77,50.054329,43.060001,32.640141,14.560373,27.794737,27.860394,72.192482,72.085854,66.860878,9.640689,104.519997,48.514286,32.750355,29.450001,21.133823,42.886719,8.2,40.950001,59.529999,18.3675,66.75,9.1,14.3,40.830002,44.117325,24.040001,50.400002,20.41,15.51,56.130001,24.897713,18.748457
"55",19.1917,33.114796,55.48,72.230003,15.61,24.190771,42.66832,52.643063,86.640839,24.10556,40.126965,44.694939,13.72,31.629999,49.702412,22.274805,10.439359,13.35,31.309999,54.202991,49.32,29.737051,15.497382,25.422014,27.993279,68.662491,64.267159,60.628502,9.376318,98,49.061695,34.028088,28.049999,21.456858,37.990124,7.51,32.369999,58.959999,18.647499,66.300003,9.19,11.51,38.834999,39.710529,23.18,46.18,18.41,14.69,45.369999,24.830963,19.198763
"56",19.1935,37.013786,61.82,82.099998,20.85,28.247213,46.147667,58.580368,88.957237,24.419382,40.279114,43.924908,13.96,33.580002,50.770489,23.246294,8.759687,13.12,33.220001,56.190147,51.009998,32.846104,17.215229,27.286295,28.965605,73.127228,66.134712,64.068771,9.786191,101.290001,52.551437,33.806355,27.27,22.488436,40.700684,7.65,32.43,56.830002,19.247499,69.760002,8.81,12.41,41.27,42.388203,23.16,43.490002,22.860001,15.91,42.810001,26.432961,20.914471
"57",18.6976,41.795494,56.700001,73.199997,19.379999,25.390968,41.625488,52.828163,84.535889,24.713593,34.677597,38.901066,11.77,31.76,47.611435,23.771589,7.634115,13.13,31.25,53.389248,48.740002,31.031672,15.818904,25.556126,28.502129,73.392746,65.422348,61.32653,9.591727,93.900002,46.713303,31.182114,24.41,21.614229,35.733124,6.81,30.450001,52.23,18.1775,63.48,7.75,12.48,41.43,40.955502,23.91,40.529999,18.85,13.69,41.799999,25.205111,21.489231
"58",18.423,41.2598,60.75,68.43,24.07,29.030531,48.701141,49.349403,80.720001,27.063501,38.927303,43.424446,13.49,36.900002,52.428501,24.94231,11.303986,15.16,34.040001,53.71785,41.830002,30.727633,16.930454,26.703543,28.071064,89.196815,74.179985,67.897934,9.759158,101.660004,48.271721,33.735325,27.99,24.420631,37.144024,6.91,35.720001,63.25,19.254999,70.879997,7.98,11.45,39.674999,47.654613,25.9,36.290001,23.23,15.25,48.259998,25.425703,22.570332
"59",18.537,39.365768,63.580002,62.990002,24.82,32.748894,46.90604,49.270054,83.44014,30.48329,37.77261,49.551304,13.27,47.25,53.752949,26.321381,12.265609,17.280001,34.720001,53.135372,42.759998,30.678595,17.062847,28.56217,28.845684,93.26017,73.628494,72.843956,9.910967,111.720001,54.946449,34.404022,28.030001,24.765278,38.577854,6.76,36.419998,58.52,19.73,70.57,7.32,11.85,44.244999,46.735706,25.790001,37.619999,20.860001,14.35,45.23,24.092558,23.886208
"60",18.6183,36.686863,64.529999,68.839996,27.440001,34.262737,52.27066,50.822021,80.768059,30.660189,35.304188,50.014851,13.65,47.990002,56.835079,26.818001,13.073533,17.93,35.580002,48.347404,41.700001,31.041479,17.034441,28.867479,29.156828,86.819939,82.68219,73.133125,9.647338,110.739998,55.99778,35.295616,28.709999,25.296486,38.617149,7.53,34.720001,57.93,19.452499,70.769997,8.78,11.09,50.505001,46.75547,27.02,38.080002,21.139999,16.26,47.900002,24.193396,24.252213
"61",18.9043,33.170807,58.040001,76.809998,27.209999,35.527473,49.185513,50.66486,77.061546,28.081388,32.630745,48.189632,17.190001,45.57,56.186096,25.507385,12.354882,17.889999,33.77,46.690639,43.869999,28.530701,15.547833,31.063814,28.035412,96.431175,79.747299,74.010651,9.343751,97.800003,58.895908,35.789871,29.379999,23.806715,34.933243,6.95,31.549999,49.52,21.09,69.980003,8.45,11.25,48.599998,48.820538,25.049999,33.400002,19.790001,15.14,40.560001,23.662628,20.617687
"62",19.525,35.612484,62.049999,85.949997,22.469999,38.575481,53.105808,54.000591,82.121246,31.565723,32.992096,52.853497,17.49,56.060001,62.184265,24.991081,14.392699,17.18,32.240002,42.352669,48.009998,30.433401,16.570467,31.608122,32.02195,103.2033,78.911537,74.499268,9.777873,86.010002,55.987957,36.01368,34.900002,25.819386,42.016167,8.81,32.849998,50.09,22.1,72.470001,9.06,12,52.615002,51.191906,27.34,40.369999,17.540001,14.66,42.439999,28.864161,18.846409
"63",20.1382,36.965813,76.540001,81.309998,22.02,38.787327,54.51083,51.264145,76.762787,30.916101,27.886873,55.460796,18.459999,67.290001,64.093872,23.610075,14.422863,17.299999,32.880001,41.65955,45.240002,31.983023,16.731438,32.616261,33.532295,111.774742,86.044678,77.620438,9.635712,82.449997,63.061359,39.837883,37.200001,26.085787,42.225464,9.01,32.630001,54.32,23.26,74.260002,9.87,12.58,56.325001,49.373856,27.17,39.290001,15.45,16.41,41.18,29.498423,18.067045
"64",20.4883,42.677208,72.989998,84.720001,20.9,34.771858,54.353626,48.714718,72.396996,26.489834,28.754429,56.66267,17.790001,61.889999,59.009712,20.787994,13.47516,18.33,30.27,40.055714,44.759998,35.660923,16.097025,28.089962,29.182758,111.96106,79.037132,77.829849,9.810718,83.980003,59.73402,39.692719,34.43,24.701925,41.437675,9.35,32.419998,54.779999,22.952499,67.209999,9.26,13.84,55.59,46.735706,26.4,39.900002,17.01,16.559999,43.98,28.265684,19.006899
"65",20.2691,54.112526,70.080002,99.639999,27.01,37.313774,54.784031,50.086685,78.805435,27.130638,25.51766,55.33226,18.67,67.290001,58.289371,21.115913,14.61043,16.209999,30.99,39.638718,46.5,36.769539,15.954993,27.369215,30.796818,112.525826,82.36615,77.401062,9.960766,71.010002,64.401665,43.41391,35.900002,24.89962,40.816864,9.88,31.950001,56.759998,23.540001,72.239998,9.5,15.29,56.860001,45.62907,26.33,42.419998,17.040001,17.92,43.23,30.274954,18.691168
"66",19.8307,49.826668,71.760002,86.739998,29.74,36.762054,51.488674,44.580704,72.648308,25.878605,21.237772,54.466629,18.98,73.57,61.400906,20.122047,14.884872,14.29,30.02,32.196178,47.810001,36.216461,17.309038,28.073851,30.777372,149.681046,85.089882,77.341225,9.596548,69.360001,64.559929,43.101372,34.580002,25.047216,41.280804,9.99,31.879999,62.310001,26.4275,70.790001,10.56,14.49,70.349998,46.547977,27.5,40.34,17.17,20.370001,44.470001,30.898834,18.952774
"67",20.0542,51.997849,67.75,79.379997,24.07,33.548519,62.839344,38.245861,69.818733,27.893579,20.948477,55.789391,17,68.599998,62.477596,21.216177,16.389194,14.28,33.490002,31.11886,43.25,33.846149,17.081785,28.857983,28.320627,160.766693,87.884903,77.95948,9.545842,68.75,57.147526,42.085609,38.77,26.750704,38.803165,9.13,30.790001,63.549999,30.7125,70.18,9.19,13.09,72.230003,44.799091,29.68,42.130001,11.52,19.139999,41.459999,30.352297,18.322573
"68",19.5332,50.999367,61.860001,70.089996,22.110001,31.889652,59.435135,38.853329,66.93911,26.165047,22.388496,45.366661,16.889999,82.339996,62.759834,20.131994,15.736002,17.370001,30.379999,30.236057,38.860001,31.69311,17.839293,26.515268,28.813274,153.055847,82.109581,75.835487,8.838621,61.580002,59.14127,42.355759,36.18,27.008209,39.10236,6.82,29.299999,53.290001,28.959999,73.040001,12.26,13.43,69.330002,42.862476,27.09,37.689999,10.45,16.389999,35.009998,30.166864,17.936447
"69",19.8806,52.429886,59.73,82.459999,17.99,31.568222,57.079895,41.743816,67.174545,24.792099,19.482719,46.21582,16.08,74.010002,66.878479,19.852722,16.547497,15.77,29.17,26.140974,35.75,31.327686,16.769312,25.079342,29.370741,191.907806,87.335808,77.760048,8.323268,55.880001,57.069336,38.189777,36.93,28.524288,33.164265,6.23,29.139999,52.919998,32.2075,76.959999,15.47,11.8,61.66,38.277832,25.83,36.41,8.77,18.35,29.709999,30.232464,17.715805
"70",20.9458,52.17622,68.389999,85.089996,8.33,34.061733,71.874352,50.098522,68.095413,26.19804,18.765026,51.954979,18.120001,75.610001,73.432663,18.74758,18.88875,16.709999,41.400002,24.705585,41.709999,34.260952,17.962385,28.202061,30.492157,209.854248,94.094376,85.109253,9.217938,54.41,53.111,40.21423,44.259998,31.252699,32.164688,7.3,30.01,54.799999,20.002501,86.18,15.91,10.32,55.09,41.666908,24.280001,39.98,10.53,25.32,32.34,32.902344,20.710442
"71",20.8872,53.201004,70.620003,89.769997,9.09,31.217817,76.872734,51.298756,73.287552,26.693089,15.493089,57.380581,18.620001,101.360001,73.303963,19.076136,20.44628,19.51,44.110001,20.84763,45.900002,35.149822,19.877209,32.681213,31.393179,192.426834,97.234787,86.016693,9.092174,38.470001,47.816723,42.034546,46.77,33.921577,39.988621,7.84,33.09,41.310001,20.030001,93.629997,14.77,11.93,45.869999,41.459415,23.99,38.529999,12.13,26.690001,34.459999,35.071621,20.419935
"72",20.4966,45.2272,64.589996,80.339996,9.23,29.414339,68.027298,48.252583,75.942398,23.218405,12.186692,57.488308,18.559999,109.610001,65.69812,16.964554,18.905853,21.91,41.91,17.639629,44.560001,33.302952,19.166265,29.695295,29.331848,181.338455,97.116653,85.548012,9.17105,36.560001,54.77486,37.941296,44.93,33.772228,40.385532,6.51,35.400002,34.689999,21.049999,88.660004,13.52,11.59,44.259998,43.257702,24,32.950001,12.34,25.440001,31.42,35.491924,19.63275
