"","GSPC","IDXX","SGEN","NTAP","TSCO","FFIV","SNPS","WYNN","VRSN","LULU","STLD","ANSS","SBNY","OTEX","ALGN","SEIC","TRMB","ODFL","BBBY","JKHY","AGNC","SRCL","JBLU","CPRT","MKTX","CSGP","BEAV","LAMR","ULTI","SPLS","FTNT","DXCM","UTHR","OZRK","IPGP","BRCD","WOOF","ARCC","CGNX","FLIR","PDCO","EXEL","CASY","NBIX","URBN","TTWO","COLM","ATHN","VSAT","POOL","ALNY"
"41",21.3802,41.220001,34.32,34.951191,54.165363,83.209999,36.439999,122.17057,47.040001,77.809998,14.020243,74.5,77.18,32.365719,35.75,29.384701,27.9,43.060001,67.854126,44.772243,15.826988,109.760002,6.21,34.389999,41.990948,111.809998,44.525452,40.880966,111.300003,13.07677,19.26,20.83,66.489998,20.712221,59.299999,5.202573,25.559999,12.216304,22.231974,23.224833,36.607441,4.84,58.821548,12.93,41.93,16.639999,28.807625,84.550003,70.059998,49.006672,30.629999
"42",20.7752,44.845001,31.459999,35.184013,56.859604,68.800003,35.75,115.050171,44.66,65.5,13.72297,73.099998,83.019997,32.608604,37.040001,27.482021,25.99,41.619999,70.538467,44.963051,14.784294,110.43,6.29,30.799999,45.273911,129.070007,44.272785,37.959023,117.290001,13.931615,17.5,22.450001,65.82,20.560379,60.73,5.518752,26.09,12.534772,22.375469,25.713205,35.221077,4.54,58.240692,13.38,40.220001,14.97,29.97007,84.730003,71.459999,49.921082,31
"43",20.8149,48.994999,40.52,38.444176,58.600945,87.800003,37.040001,119.689224,47.84,69.57,14.321221,79.839996,91.550003,33.589672,43.040001,30.555986,28.540001,43.68,76.026451,46.079254,14.482311,115.940002,6.54,32.509998,50.067619,156.550003,48.926048,37.906532,135.300003,14.941153,21.25,21.780001,74.93,22.764929,60.900002,6.381056,28.76,12.957457,26.279549,30.956909,38.463524,5.06,64.288803,13.99,42.560001,17.549999,30.864626,111.949997,66.790001,50.273506,46.169998
"44",19.2507,46.91,42.400002,38.836849,59.319237,83.379997,36.259998,127.719398,47.990002,70.839996,14.045105,83.980003,87.720001,32.860165,43.549999,28.767673,25.25,43.419998,73.312286,47.60569,14.623665,112.559998,6.15,31.77,49.278324,148.509995,47.859238,36.804241,140.210007,12.211012,19.799999,27.049999,70.910004,21.621443,53.759998,7.090063,27.290001,12.811703,28.194477,29.904142,37.513458,5.01,64.007309,14.57,41.93,18.360001,27.168175,105.489998,63.73,49.792976,51.799999
"45",17.7303,49.825001,43.830002,39.846565,65.121727,85.809998,37.700001,143.086655,50.889999,73.129997,15.490721,86.519997,91.519997,35.706135,48.099998,29.879326,29.709999,45.990002,76.911285,49.483856,15.007427,115.400002,6.67,31.790001,58.200073,167.910004,51.810665,41.143414,147.399994,12.965256,20.26,28.219999,78.849998,22.841162,56.349998,7.712839,27.459999,12.874753,30.965433,30.018864,37.805061,5.82,71.238945,11.32,36.77,18.17,28.915695,108.580002,63.639999,53.597469,64.010002
"46",17.4352,53.93,38.650002,36.419586,69.174263,81.540001,36.419998,150.548431,54.279999,69.089996,16.667349,87.449997,101.82,35.07954,57.060001,32.083302,28.530001,46.900002,76.871521,52.309589,14.429195,116.199997,7.09,32.23,63.325954,176.990005,56.962254,39.988636,154.479996,14.275056,20.129999,28.73,88.519997,23.682619,66.269997,7.684095,28.43,12.934324,30.925848,27.227301,40.149651,4.93,70.916458,9.43,37.880001,17.91,32.103481,133.509995,66.120003,51.981995,57.610001
"47",17.09,52.080002,41.09,38.709297,71.10331,82.260002,36.630001,153.886505,56.860001,69.720001,16.88044,85.669998,106.25,41.130466,54.639999,32.4603,31.9,51.529999,77.5774,54.569637,13.545233,117.480003,8.89,34.43,68.451469,186.240005,61.061066,43.67168,156.690002,13.744056,17.1,33.09,92.309998,26.875082,72.519997,8.421844,29.950001,13.686404,32.608215,28.4517,39.186291,5.83,72.41497,9.82,39.02,16.360001,33.43803,131.169998,60.169998,53.7612,61.200001
"48",16.7625,53.185001,39.889999,38.606071,75.347557,90.860001,40.57,180.179062,59.779999,59.029999,18.206947,87.199997,107.419998,44.140011,57.139999,33.786095,34.700001,53.02,79.834236,56.915066,13.253019,116.169998,8.54,36.650002,65.105255,184.580002,61.082119,45.710045,153.220001,14.169394,19.129999,35.41,113.080002,27.085678,77.610001,8.498494,31.360001,13.561451,37.783962,28.864042,38.912392,6.13,68.357323,9.34,37.099998,17.370001,37.948479,134.5,62.650002,55.775803,64.300003
"49",17.5769,57.130001,44.860001,39.881157,64.596107,107.019997,39.860001,201.712219,58.75,45.689999,15.374341,78.529999,122.059998,47.471153,59.419998,33.134304,32.330002,54.240002,63.479649,53.618008,14.393507,117.059998,8.76,34.279999,61.029488,172.039993,55.755074,42.586891,163.229996,11.735004,21.200001,40.459999,102.620003,30.463018,66.870003,8.948809,31.940001,13.51566,39.040791,30.417522,37.887028,6.88,66.996193,17.09,35.82,19.18,35.828182,147.429993,59.509998,51.976833,83.660004
"50",17.8637,62.950001,52.59,38.06324,68.665596,112.339996,40.400002,226.242783,55.110001,50.310001,16.250214,83.519997,130.929993,49.074753,52.330002,32.657619,38.150002,53.240002,67.42662,56.088364,15.314141,114,8.83,36.43,57.58305,201.039993,59.130974,46.899818,166,12.118443,23.15,45.099998,101.419998,30.472626,71.769997,9.169175,30.969999,13.759874,37.269356,32.844273,39.024776,7.06,66.82058,17.629999,37.439999,19.77,40.03986,193.869995,66.709999,56.08279,81.239998
"51",18.0609,60.700001,45.560001,34.75708,68.733719,106.629997,38.41,207.265579,53.91,52.59,16.684126,77.019997,125.589996,45.935966,51.790001,32.696533,38.869999,56.740002,68.40094,53.801601,15.674658,113.620003,8.69,36.389999,57.75861,186.740005,60.913673,44.616505,137,10.217596,22.030001,41.360001,94.029999,32.702095,71.080002,10.165617,32.23,13.781013,33.508774,34.633682,39.593647,3.54,65.94252,16.1,36.470001,21.93,39.958935,160.240005,69.040001,59.013271,67.139999
"52",18.8196,63.220001,38.48,33.681175,65.434731,105.169998,37.619999,190.229034,47.18,45.93,17.134289,76.309998,118.82,47.50536,50.389999,31.499964,38.43,60.630001,61.769627,53.222675,16.564518,116.440002,7.91,36.27,52.501621,160.889999,61.601486,43.67168,119.629997,11.262782,21.98,32.439999,100.010002,28.882788,64.629997,8.920066,30.629999,13.429057,34.072861,32.74807,38.772526,3.54,67.164787,14.02,35.66,20.379999,41.568897,123.639999,64.209999,56.799793,49.529999
"53",18.9295,64.239998,33.369999,35.005341,63.432545,108.550003,38.490002,201.805161,50.080002,44.630001,16.196451,73.449997,115.82,45.020622,54.610001,32.035015,36.07,63.959999,60.497051,56.169807,17.308498,114.370003,9.66,35.57,52.186024,158.550003,67.904114,43.882965,127.129997,10.136504,22.469999,33.759998,95.739998,28.468109,63.099998,8.738023,33.650002,13.483806,35.626575,33.685726,37.305458,3.31,69.678818,13.89,33.52,20.629999,40.536186,126.910004,54.23,55.767689,59.290001
"54",18.9204,66.785004,38.25,34.541885,58.925346,111.440002,38.82,194.848938,48.810001,40.48,16.943647,75.82,126.18,46.325146,56.040001,32.094238,36.950001,63.68,57.04718,57.56461,17.555353,118.419998,10.85,35.959999,52.880539,158.169998,64.91423,47.138165,138.169998,9.874122,25.129999,39.66,88.489998,32.258072,68.800003,8.848557,35.09,14.28412,38.001682,33.512035,37.638882,3.39,68.759285,14.84,33.860001,22.24,40.089935,125.129997,57.959999,54.637463,63.169998
"55",19.1917,62.240002,35.200001,36.899799,60.652126,112.589996,37.77,200.143555,54.049999,38.470001,20.020876,76.940002,114.389999,53.77544,54.209999,35.081341,30.9,63.48,62.922901,56.518505,17.337879,117.650002,10.72,33.380001,55.003193,143.729996,59.755627,44.603378,134.960007,10.557294,24.549999,37.68,90.940002,29.780888,67.349998,8.858174,37.290001,13.364368,40.55492,32.112888,37.351444,4.03,64.923355,13.58,35.73,22.379999,36.262836,124.400002,58.470001,52.898643,54.119999
"56",19.1935,61.985001,44.009998,40.053951,65.485214,124.190002,40.900002,182.235062,57.080002,39.93,21.937067,81.300003,118.459999,54.503918,54.459999,37.11845,33.259998,66.669998,63.887276,55.995457,17.735331,118.849998,12.23,34.43,57.79879,144.75,59.474876,46.675678,146.990005,10.639275,25.809999,44.200001,117.830002,30.922956,68.68,10.146986,40.75,13.716273,41.544548,32.701839,38.557873,4.14,70.339363,16.309999,39.790001,23.51,37.079887,144.440002,56.939999,54.948704,69.669998
"57",18.6976,58.915001,37.18,40.813988,60.164234,118.739998,39.700001,176.755157,55.119999,42.009998,21.448708,75.669998,112.059998,53.718781,51.68,35.414333,30.5,70.639999,65.448166,54.117756,16.418446,116.559998,10.62,31.32,60.682846,155.539993,58.913399,44.523277,141.509995,11.126078,25.27,39.990002,128.649994,30.506779,68.779999,10.490375,39.330002,13.219285,39.852283,30.330738,39.668556,1.53,70.349167,15.67,36.700001,23.07,34.84029,131.690002,55.119999,52.291458,78.099998
"58",18.423,70.834999,36.669998,40.831043,71.618034,122.980003,40.98,179.523438,59.759998,41.650002,21.828163,78.559998,121.129997,53.42799,52.619999,37.862778,26.860001,72.870003,66.949402,58.162491,17.738461,126,11.54,33.439999,63.419758,161.089996,52.252831,46.69294,150.509995,11.659393,26.049999,44.950001,130.970001,34.245869,73.410004,10.355264,45.57,13.08022,39.149651,32.450211,41.478088,1.7,80.527565,18.52,30.360001,26.450001,37.527805,122.5,62.639999,57.896885,92.739998
"59",18.537,74.675003,36.439999,40.592545,75.410156,129.190002,43.389999,171.146805,60.099998,48.189999,21.382303,83.519997,121.269997,57.471333,56.900002,38.812778,28.129999,81.040001,72.944435,59.970886,18.175365,128.919998,14.63,36.34,64.482033,170.259995,54.653168,48.175541,147.240005,12.928318,27.559999,51.459999,132.570007,35.178783,72.089996,10.915009,47.330002,13.456512,40.28772,30.803133,46.356167,1.66,82.347229,19.93,32.32,27.66,44.026154,117.300003,66.300003,57.827606,100.550003
"60",18.6183,74.135002,32.130001,39.543148,77.262817,130.470001,43.470001,142.544083,57,55.790001,18.837898,82,125.959999,56.635311,55.91,39.452644,26.540001,77.639999,75.728188,60.634411,17.362286,131.080002,15.86,36.490002,70.520149,183.630005,56.236271,49.263702,146.820007,16.776569,30.66,55.049999,129.490005,36.850262,74.919998,11.461411,48.77,13.076676,40.901291,31.366192,46.27919,1.44,88.839005,22.34,35.130001,28.030001,43.527744,145.699997,63.029999,61.750267,97
"61",18.9043,79.209999,31.16,36.211601,79.566391,111.620003,42.990002,141.767929,54.48,66.239998,16.261288,80.669998,117.129997,55.089653,53.049999,39.580734,23.84,70.120003,74.336311,59.883064,17.313435,131.289993,16.790001,36.599998,74.709465,184.509995,56.536743,51.449528,148.009995,15.785899,29.9,59.779999,141.130005,31.635603,74.639999,10.764433,52.099998,13.947896,36.368797,29.317827,48.396187,1.87,89.997864,33.66,34.860001,29.719999,41.534107,139.710007,56.220001,60.553028,93.830002
